fiscal_year,Query_Run,Customer,SubCustomer,ServicesCategory,FundingMechanismClassification,USDATL,BBP1,WSARAreg,BBP2,BBP3,SumOfobligatedAmount,SumOfnumberOfActions
2005,2015-03-19 16:42:44.597,Defense,Army,PAMS,Cost Plus Award Fee,WYNNE,0,0,0,0,1544087207.6900,400
2005,2015-03-19 16:42:44.597,Defense,Army,PAMS,Cost Plus Incentive,WYNNE,0,0,0,0,78617108.0000,13
2005,2015-03-19 16:42:44.597,Defense,Army,Products,Firm Fixed Price,KRIEG,0,0,0,0,9795075312.6500,53509
2005,2015-03-19 16:42:44.597,Defense,Army,Products,Fixed Price Redetermination,GANSLER+,0,0,0,0,52579.0000,1
2005,2015-03-19 16:42:44.597,Defense,Army,Products,Fixed Price Redetermination,KRIEG,0,0,0,0,13912857.0000,31
2005,2015-03-19 16:42:44.597,Defense,Army,Products,Fixed Price with Economic Price Adjustment,WYNNE,0,0,0,0,257467094.5800,563
2005,2015-03-19 16:42:44.597,Defense,Army,Products,Time and Materials,WYNNE,0,0,0,0,183337141.0000,365
2007,2015-03-19 16:42:44.597,Defense,Army,MED,Order Dependent (IDV only),YOUNG,0,0,0,0,0.0000,NULL
2007,2015-03-19 16:42:44.597,Defense,Army,PAMS,Combination (two or more),GANSLER+,0,0,0,0,83939213.0000,83
2007,2015-03-19 16:42:44.597,Defense,Army,PAMS,Cost No Fee,WYNNE,0,0,0,0,40796040.2900,167
2007,2015-03-19 16:42:44.597,Defense,Army,PAMS,Cost Plus Award Fee,ALDRIDGE,0,0,0,0,94507122.6100,196
2007,2015-03-19 16:42:44.597,Defense,Army,PAMS,Cost Plus Award Fee,KRIEG,0,0,0,0,4542405111.3800,375
2007,2015-03-19 16:42:44.597,Defense,Army,PAMS,Cost Plus Fixed Fee,YOUNG,0,0,0,0,224489237.4200,280
2007,2015-03-19 16:42:44.597,Defense,Army,PAMS,Cost Plus Incentive,KRIEG,0,0,0,0,28139888.0000,23
2007,2015-03-19 16:42:44.597,Defense,Army,PAMS,Fixed Price Level of Effort,ALDRIDGE,0,0,0,0,-5323.0000,2
2007,2015-03-19 16:42:44.597,Defense,Army,PAMS,Order Dependent (IDV only),ALDRIDGE,0,0,0,0,0.0000,NULL
2007,2015-03-19 16:42:44.597,Defense,Army,PAMS,Time and Materials,GANSLER+,0,0,0,0,-106087.8500,5
2007,2015-03-19 16:42:44.597,Defense,Army,Products,Cost Plus Award Fee,ALDRIDGE,0,0,0,0,5195988.0800,14
2007,2015-03-19 16:42:44.597,Defense,Army,Products,Cost Plus Award Fee,KRIEG,0,0,0,0,94461528.9100,60
2007,2015-03-19 16:42:44.597,Defense,Army,Products,Cost Plus Incentive,ALDRIDGE,0,0,0,0,8456781.2200,39
2007,2015-03-19 16:42:44.597,Defense,Army,Products,Cost Plus Incentive,KRIEG,0,0,0,0,94798236.9200,64
2007,2015-03-19 16:42:44.597,Defense,Army,Products,Cost Plus Incentive,YOUNG,0,0,0,0,24927376.0000,8
2007,2015-03-19 16:42:44.597,Defense,Army,Products,Firm Fixed Price,KRIEG,0,0,0,0,31819088991.2600,157268
2007,2015-03-19 16:42:44.597,Defense,Army,Products,Fixed Price Award Fee,WYNNE,0,0,0,0,-12063.0000,1
2007,2015-03-19 16:42:44.597,Defense,Army,Products,Fixed Price Level of Effort,WYNNE,0,0,0,0,50227.0000,2
2007,2015-03-19 16:42:44.597,Defense,Army,Products,Fixed Price with Economic Price Adjustment,WYNNE,0,0,0,0,228364755.1200,67
2007,2015-03-19 16:42:44.597,Defense,Army,Products,Labor Hours,YOUNG,0,0,0,0,92994.0000,2
2007,2015-03-19 16:42:44.597,Defense,Army,R&D,Combination (two or more),ALDRIDGE,0,0,0,0,18533372.0000,118
2007,2015-03-19 16:42:44.597,Defense,Army,R&D,Combination (two or more),KRIEG,0,0,0,0,1141940745.5500,790
2007,2015-03-19 16:42:44.597,Defense,Army,R&D,Fixed Price Incentive,WYNNE,0,0,0,0,35131261.8700,16
2007,2015-03-19 16:42:44.597,Defense,Army,R&D,Fixed Price Redetermination,WYNNE,0,0,0,0,-1480.9300,3
2007,2015-03-19 16:42:44.597,Defense,Army,R&D,Not Reported,ALDRIDGE,0,0,0,0,15000.0000,4
2007,2015-03-19 16:42:44.597,Defense,Army,R&D,Not Reported,WYNNE,0,0,0,0,0.0000,13
2007,2015-03-19 16:42:44.597,Defense,Army,R&D,Order Dependent (IDV only),KRIEG,0,0,0,0,0.0000,2
2007,2015-03-19 16:42:44.597,Defense,Army,R&D,Time and Materials,ALDRIDGE,0,0,0,0,156036425.8000,453
2007,2015-03-19 16:42:44.597,Defense,DLA,FRS&C,Combination (two or more),KRIEG,0,0,0,0,42050.4500,1
2007,2015-03-19 16:42:44.597,Defense,DLA,FRS&C,Firm Fixed Price,YOUNG,0,0,0,0,142993603.0800,2195
2007,2015-03-19 16:42:44.597,Defense,DLA,FRS&C,Fixed Price Incentive,YOUNG,0,0,0,0,5533545.5200,1
2007,2015-03-19 16:42:44.597,Defense,DLA,FRS&C,Not Reported,KRIEG,0,0,0,0,185904.4400,1
2007,2015-03-19 16:42:44.597,Defense,DLA,FRS&C,Time and Materials,KRIEG,0,0,0,0,907666.0000,7
2007,2015-03-19 16:42:44.597,Defense,DLA,Fuel,Combination (two or more),YOUNG,0,0,0,0,9185.0000,1
2007,2015-03-19 16:42:44.597,Defense,DLA,ICT,Fixed Price with Economic Price Adjustment,YOUNG,0,0,0,0,302410.0000,2
2007,2015-03-19 16:42:44.597,Defense,DLA,ICT,Time and Materials,WYNNE,0,0,0,0,8364464.9000,20
2007,2015-03-19 16:42:44.597,Defense,DLA,Products,Fixed Price with Economic Price Adjustment,WYNNE,0,0,0,0,-22.5600,1
2007,2015-03-19 16:42:44.597,Defense,DLA,R&D,Cost No Fee,KRIEG,0,0,0,0,164000.0000,8
2007,2015-03-19 16:42:44.597,Defense,DLA,R&D,Not Reported,WYNNE,0,0,0,0,425000.0000,4
2007,2015-03-19 16:42:44.597,Defense,DLA,R&D,Time and Materials,ALDRIDGE,0,0,0,0,0.0000,NULL
2007,2015-03-19 16:42:44.597,Defense,Army,FRS&C,Fixed Price Award Fee,YOUNG,0,0,0,0,616957.6100,6
2007,2015-03-19 16:42:44.597,Defense,Army,FRS&C,Fixed Price Level of Effort,ALDRIDGE,0,0,0,0,1469095.0000,4
2007,2015-03-19 16:42:44.597,Defense,Army,FRS&C,Fixed Price with Economic Price Adjustment,KRIEG,0,0,0,0,125898614.3100,3635
2007,2015-03-19 16:42:44.597,Defense,Army,FRS&C,Labor Hours,KRIEG,0,0,0,0,8486314.4000,19
2007,2015-03-19 16:42:44.597,Defense,Army,FRS&C,Order Dependent (IDV only),KRIEG,0,0,0,0,-6060.0000,1
2007,2015-03-19 16:42:44.597,Defense,Army,FRS&C,Time and Materials,GANSLER+,0,0,0,0,0.0000,NULL
2007,2015-03-19 16:42:44.597,Defense,Army,FRS&C,Time and Materials,WYNNE,0,0,0,0,2412296.1600,148
2007,2015-03-19 16:42:44.597,Defense,Army,Fuel,Firm Fixed Price,YOUNG,0,0,0,0,5777851.0500,331
2007,2015-03-19 16:42:44.597,Defense,Army,ICT,Cost No Fee,GANSLER+,0,0,0,0,-363268.0000,2
2007,2015-03-19 16:42:44.597,Defense,Army,ICT,Cost Plus Incentive,WYNNE,0,0,0,0,0.0000,NULL
2007,2015-03-19 16:42:44.597,Defense,Army,ICT,Cost Sharing,KRIEG,0,0,0,0,0.0000,3
2007,2015-03-19 16:42:44.597,Defense,Army,ICT,Firm Fixed Price,KRIEG,0,0,0,0,496061409.6100,7345
2007,2015-03-19 16:42:44.597,Defense,Army,ICT,Firm Fixed Price,YOUNG,0,0,0,0,228473970.6000,2009
2007,2015-03-19 16:42:44.597,Defense,Army,ICT,Fixed Price with Economic Price Adjustment,WYNNE,0,0,0,0,1255184.0000,16
2007,2015-03-19 16:42:44.597,Defense,Army,ICT,Labor Hours,WYNNE,0,0,0,0,1386323.0000,8
2007,2015-03-19 16:42:44.597,Defense,Army,ICT,Time and Materials,GANSLER+,0,0,0,0,1894954.0000,2
2007,2015-03-19 16:42:44.597,Defense,Army,MED,Combination (two or more),YOUNG,0,0,0,0,-14382.0000,2
2007,2015-03-19 16:42:44.597,Defense,Army,MED,Firm Fixed Price,ALDRIDGE,0,0,0,0,9256263.5000,275
2007,2015-03-19 16:42:44.597,Defense,Army,MED,Firm Fixed Price,YOUNG,0,0,0,0,86169756.2300,1201
2007,2015-03-19 16:42:44.597,Defense,Army,MED,Fixed Price Award Fee,WYNNE,0,0,0,0,79067.0000,2
2007,2015-03-19 16:42:44.597,Defense,Army,MED,Not Reported,KRIEG,0,0,0,0,1504257.0000,25
2007,2015-03-19 16:42:44.597,Defense,Army,PAMS,Combination (two or more),KRIEG,0,0,0,0,2452253327.6400,3542
2007,2015-03-19 16:42:44.597,Defense,Army,PAMS,Cost Plus Incentive,GANSLER+,0,0,0,0,-831068.9900,1
2007,2015-03-19 16:42:44.597,Defense,Army,PAMS,Fixed Price Level of Effort,KRIEG,0,0,0,0,7910488.0500,119
2007,2015-03-19 16:42:44.597,Defense,Army,PAMS,Fixed Price Redetermination,WYNNE,0,0,0,0,32334409.5400,33
2007,2015-03-19 16:42:44.597,Defense,Army,PAMS,Not Reported,ALDRIDGE,0,0,0,0,-127136.3200,17
2007,2015-03-19 16:42:44.597,Defense,Army,PAMS,Not Reported,WYNNE,0,0,0,0,4285634.9700,83
2007,2015-03-19 16:42:44.597,Defense,Army,PAMS,Time and Materials,ALDRIDGE,0,0,0,0,16250016.8700,197
2007,2015-03-19 16:42:44.597,Defense,Army,PAMS,Time and Materials,YOUNG,0,0,0,0,599737135.4800,518
2007,2015-03-19 16:42:44.597,Defense,Army,Products,Combination (two or more),KRIEG,0,0,0,0,259730721.2900,785
2007,2015-03-19 16:42:44.597,Defense,Army,Products,Cost Plus Award Fee,GANSLER+,0,0,0,0,12328367.6300,40
2007,2015-03-19 16:42:44.597,Defense,Army,Products,Fixed Price Incentive,KRIEG,0,0,0,0,466983.0100,7
2007,2015-03-19 16:42:44.597,Defense,Army,Products,Fixed Price Redetermination,WYNNE,0,0,0,0,23116710.1900,36
2007,2015-03-19 16:42:44.597,Defense,Army,Products,Not Reported,ALDRIDGE,0,0,0,0,1129104.0000,23
2007,2015-03-19 16:42:44.597,Defense,Army,Products,Time and Materials,ALDRIDGE,0,0,0,0,2244294.0700,5
2007,2015-03-19 16:42:44.597,Defense,Army,Products,Time and Materials,YOUNG,0,0,0,0,51567218.2700,83
2007,2015-03-19 16:42:44.597,Defense,Army,R&D,Combination (two or more),GANSLER+,0,0,0,0,46055730.7000,120
2007,2015-03-19 16:42:44.597,Defense,Army,R&D,Cost Plus Award Fee,ALDRIDGE,0,0,0,0,331688441.4100,62
2007,2015-03-19 16:42:44.597,Defense,Army,R&D,Cost Plus Fixed Fee,WYNNE,0,0,0,0,474598603.8200,1573
2007,2015-03-19 16:42:44.597,Defense,Army,R&D,Cost Plus Incentive,KRIEG,0,0,0,0,224140110.0000,47
2005,2015-03-19 16:42:44.597,Defense,Navy,ERS,Cost Plus Award Fee,ALDRIDGE,0,0,0,0,60942696.0000,332
2005,2015-03-19 16:42:44.597,Defense,Navy,ERS,Cost Plus Award Fee,KRIEG,0,0,0,0,41610668.0000,176
2005,2015-03-19 16:42:44.597,Defense,Navy,ERS,Cost Plus Fixed Fee,ALDRIDGE,0,0,0,0,339574827.0000,166
2005,2015-03-19 16:42:44.597,Defense,Navy,ERS,Cost Plus Fixed Fee,GANSLER+,0,0,0,0,15874357.0000,23
2005,2015-03-19 16:42:44.597,Defense,Navy,ERS,Order Dependent (IDV only),ALDRIDGE,0,0,0,0,0.0000,NULL
2005,2015-03-19 16:42:44.597,Defense,Navy,ERS,Order Dependent (IDV only),WYNNE,0,0,0,0,0.0000,NULL
2005,2015-03-19 16:42:44.597,Defense,Navy,FRS&C,Cost Sharing,WYNNE,0,0,0,0,125000.0000,1
2005,2015-03-19 16:42:44.597,Defense,Navy,FRS&C,Fixed Price Award Fee,ALDRIDGE,0,0,0,0,21760011.0000,55
2005,2015-03-19 16:42:44.597,Defense,Navy,FRS&C,Fixed Price with Economic Price Adjustment,ALDRIDGE,0,0,0,0,-6686.0000,2
2005,2015-03-19 16:42:44.597,Defense,Navy,FRS&C,Fixed Price with Economic Price Adjustment,KRIEG,0,0,0,0,1682863.0000,29
2005,2015-03-19 16:42:44.597,Defense,Navy,FRS&C,Time and Materials,ALDRIDGE,0,0,0,0,1948555.0000,2
2005,2015-03-19 16:42:44.597,Defense,Navy,FRS&C,Time and Materials,KRIEG,0,0,0,0,25162985.0000,42
2005,2015-03-19 16:42:44.597,Defense,Navy,ICT,Labor Hours,WYNNE,0,0,0,0,9841975.0000,26
2005,2015-03-19 16:42:44.597,Defense,Navy,MED,Cost Plus Fixed Fee,WYNNE,0,0,0,0,2960585.0000,73
2005,2015-03-19 16:42:44.597,Defense,Navy,MED,Firm Fixed Price,ALDRIDGE,0,0,0,0,23315284.0000,235
2005,2015-03-19 16:42:44.597,Defense,Navy,MED,Firm Fixed Price,KRIEG,0,0,0,0,31861390.6000,525
2005,2015-03-19 16:42:44.597,Defense,Navy,PAMS,Combination (two or more),WYNNE,0,0,0,0,8423620.0000,37
2005,2015-03-19 16:42:44.597,Defense,Navy,PAMS,Cost Sharing,WYNNE,0,0,0,0,8104440.0000,21
2005,2015-03-19 16:42:44.597,Defense,Navy,PAMS,Firm Fixed Price,GANSLER+,0,0,0,0,98815603.0000,187
2005,2015-03-19 16:42:44.597,Defense,Navy,PAMS,Fixed Price Incentive,WYNNE,0,0,0,0,1631.0000,1
2005,2015-03-19 16:42:44.597,Defense,Navy,PAMS,Fixed Price Level of Effort,WYNNE,0,0,0,0,1730098.0000,5
2005,2015-03-19 16:42:44.597,Defense,Navy,PAMS,Fixed Price with Economic Price Adjustment,ALDRIDGE,0,0,0,0,7000.0000,1
2005,2015-03-19 16:42:44.597,Defense,Navy,PAMS,Fixed Price with Economic Price Adjustment,WYNNE,0,0,0,0,2755785.4000,77
2005,2015-03-19 16:42:44.597,Defense,Navy,PAMS,Not Reported,WYNNE,0,0,0,0,256301755.0000,1899
2005,2015-03-19 16:42:44.597,Defense,Navy,PAMS,Time and Materials,ALDRIDGE,0,0,0,0,20403055.2000,122
2005,2015-03-19 16:42:44.597,Defense,Navy,PAMS,Time and Materials,KRIEG,0,0,0,0,144692847.7200,713
2005,2015-03-19 16:42:44.597,Defense,Navy,Products,Cost No Fee,KRIEG,0,0,0,0,4613872.0000,6
2005,2015-03-19 16:42:44.597,Defense,Navy,Products,Cost Plus Award Fee,ALDRIDGE,0,0,0,0,113997074.0000,91
2005,2015-03-19 16:42:44.597,Defense,Navy,Products,Cost Plus Award Fee,WYNNE,0,0,0,0,1821913059.6200,533
2005,2015-03-19 16:42:44.597,Defense,Navy,Products,Cost Plus Fixed Fee,ALDRIDGE,0,0,0,0,516685041.0000,260
2005,2015-03-19 16:42:44.597,Defense,Navy,Products,Order Dependent (IDV only),WYNNE,0,0,0,0,0.0000,NULL
2005,2015-03-19 16:42:44.597,Defense,Navy,R&D,Cost Plus Fixed Fee,KRIEG,0,0,0,0,520799538.4700,2989
2005,2015-03-19 16:42:44.597,Defense,Navy,R&D,Cost Sharing,WYNNE,0,0,0,0,15082091.0000,11
2005,2015-03-19 16:42:44.597,Defense,Navy,R&D,Firm Fixed Price,GANSLER+,0,0,0,0,50264456.0000,37
2005,2015-03-19 16:42:44.597,Defense,Navy,R&D,Fixed Price Incentive,WYNNE,0,0,0,0,136843163.0000,23
2005,2015-03-19 16:42:44.597,Defense,Navy,R&D,Not Reported,WYNNE,0,0,0,0,0.0000,1
2005,2015-03-19 16:42:44.597,Defense,Navy,R&D,Time and Materials,ALDRIDGE,0,0,0,0,396638.0000,7
2005,2015-03-19 16:42:44.597,Defense,Navy,R&D,Time and Materials,WYNNE,0,0,0,0,53982850.0000,171
2005,2015-03-19 16:42:44.597,Defense,Other DoD,NULL,Not Reported,KRIEG,0,0,0,0,18325.2900,9
2005,2015-03-19 16:42:44.597,Defense,Other DoD,ERS,Cost No Fee,WYNNE,0,0,0,0,21665343.0000,10
2007,2015-03-19 16:42:44.597,Defense,DLA,R&D,Time and Materials,KRIEG,0,0,0,0,0.0000,6
2007,2015-03-19 16:42:44.597,Defense,MDA,FRS&C,Cost Plus Award Fee,KRIEG,0,0,0,0,0.0000,NULL
2007,2015-03-19 16:42:44.597,Defense,MDA,ICT,Firm Fixed Price,KRIEG,0,0,0,0,29115.0000,4
2007,2015-03-19 16:42:44.597,Defense,MDA,ICT,Not Reported,ALDRIDGE,0,0,0,0,-277.9700,1
2007,2015-03-19 16:42:44.597,Defense,MDA,PAMS,Combination (two or more),ALDRIDGE,0,0,0,0,17216548.0000,27
2007,2015-03-19 16:42:44.597,Defense,MDA,PAMS,Combination (two or more),KRIEG,0,0,0,0,70484354.0000,83
2007,2015-03-19 16:42:44.597,Defense,MDA,PAMS,Cost No Fee,KRIEG,0,0,0,0,6678907.0000,8
2007,2015-03-19 16:42:44.597,Defense,MDA,R&D,Cost Plus Award Fee,ALDRIDGE,0,0,0,0,292426885.0000,29
2007,2015-03-19 16:42:44.597,Defense,MDA,R&D,Cost Plus Fixed Fee,GANSLER+,0,0,0,0,-414365.0000,2
2007,2015-03-19 16:42:44.597,Defense,MilitaryHealth,ERS,Firm Fixed Price,YOUNG,0,0,0,0,620299.8700,19
2007,2015-03-19 16:42:44.597,Defense,Navy,ERS,Combination (two or more),WYNNE,0,0,0,0,172030565.1600,537
2007,2015-03-19 16:42:44.597,Defense,Navy,ERS,Cost No Fee,KRIEG,0,0,0,0,2469526.0000,12
2007,2015-03-19 16:42:44.597,Defense,Navy,ERS,Cost Plus Fixed Fee,KRIEG,0,0,0,0,575135343.5300,2507
2007,2015-03-19 16:42:44.597,Defense,Navy,ERS,Firm Fixed Price,GANSLER+,0,0,0,0,573651126.8900,286
2007,2015-03-19 16:42:44.597,Defense,Navy,ERS,Fixed Price Award Fee,YOUNG,0,0,0,0,0.0000,NULL
2007,2015-03-19 16:42:44.597,Defense,Navy,ERS,Labor Hours,KRIEG,0,0,0,0,29414601.6700,67
2007,2015-03-19 16:42:44.597,Defense,Navy,ERS,Time and Materials,WYNNE,0,0,0,0,12404155.8900,53
2007,2015-03-19 16:42:44.597,Defense,Navy,FRS&C,Combination (two or more),ALDRIDGE,0,0,0,0,852079.0000,9
2007,2015-03-19 16:42:44.597,Defense,Navy,FRS&C,Combination (two or more),WYNNE,0,0,0,0,6196541.4100,15
2007,2015-03-19 16:42:44.597,Defense,Navy,FRS&C,Cost No Fee,ALDRIDGE,0,0,0,0,0.0000,2
2007,2015-03-19 16:42:44.597,Defense,Navy,FRS&C,Cost No Fee,KRIEG,0,0,0,0,15181400.0000,22
2007,2015-03-19 16:42:44.597,Defense,Navy,FRS&C,Cost No Fee,YOUNG,0,0,0,0,0.0000,1
2007,2015-03-19 16:42:44.597,Defense,Navy,FRS&C,Cost Plus Award Fee,KRIEG,0,0,0,0,230994459.4500,406
2007,2015-03-19 16:42:44.597,Defense,Navy,FRS&C,Cost Plus Fixed Fee,KRIEG,0,0,0,0,6725684.6600,61
2007,2015-03-19 16:42:44.597,Defense,Navy,FRS&C,Firm Fixed Price,GANSLER+,0,0,0,0,62661530.7900,83
2007,2015-03-19 16:42:44.597,Defense,Navy,FRS&C,Fixed Price Incentive,WYNNE,0,0,0,0,-66271.5100,1
2007,2015-03-19 16:42:44.597,Defense,Navy,FRS&C,Labor Hours,KRIEG,0,0,0,0,23231828.3200,317
2007,2015-03-19 16:42:44.597,Defense,Navy,FRS&C,Not Reported,WYNNE,0,0,0,0,14777779.2500,54
2007,2015-03-19 16:42:44.597,Defense,Navy,FRS&C,Order Dependent (IDV only),ALDRIDGE,0,0,0,0,0.0000,NULL
2007,2015-03-19 16:42:44.597,Defense,Navy,FRS&C,Order Dependent (IDV only),KRIEG,0,0,0,0,0.0000,NULL
2007,2015-03-19 16:42:44.597,Defense,Navy,FRS&C,Order Dependent (IDV only),YOUNG,0,0,0,0,0.0000,NULL
2007,2015-03-19 16:42:44.597,Defense,Navy,FRS&C,Other (none of the above),KRIEG,0,0,0,0,19000.0000,1
2007,2015-03-19 16:42:44.597,Defense,Navy,ICT,Cost Plus Fixed Fee,WYNNE,0,0,0,0,62627641.5200,329
2007,2015-03-19 16:42:44.597,Defense,Navy,ICT,Cost Sharing,KRIEG,0,0,0,0,167834.0000,5
2007,2015-03-19 16:42:44.597,Defense,Navy,ICT,Fixed Price Award Fee,KRIEG,0,0,0,0,0.0000,2
2007,2015-03-19 16:42:44.597,Defense,Navy,ICT,Time and Materials,GANSLER+,0,0,0,0,516047.0000,2
2007,2015-03-19 16:42:44.597,Defense,Navy,MED,Not Reported,KRIEG,0,0,0,0,0.0000,1
2007,2015-03-19 16:42:44.597,Defense,Navy,PAMS,Cost Plus Fixed Fee,GANSLER+,0,0,0,0,10495609.6800,129
2007,2015-03-19 16:42:44.597,Defense,Navy,PAMS,Cost Plus Incentive,WYNNE,0,0,0,0,8444061.0000,16
2007,2015-03-19 16:42:44.597,Defense,Navy,PAMS,Labor Hours,GANSLER+,0,0,0,0,-15487.9700,2
2007,2015-03-19 16:42:44.597,Defense,Navy,PAMS,Not Reported,YOUNG,0,0,0,0,-15235.7800,1
2007,2015-03-19 16:42:44.597,Defense,Navy,Products,Cost Plus Incentive,WYNNE,0,0,0,0,259684438.9900,86
2007,2015-03-19 16:42:44.597,Defense,Navy,Products,Firm Fixed Price,ALDRIDGE,0,0,0,0,206330402.3700,426
2007,2015-03-19 16:42:44.597,Defense,Navy,Products,Firm Fixed Price,WYNNE,0,0,0,0,1551977470.7400,2172
2007,2015-03-19 16:42:44.597,Defense,Navy,Products,Fixed Price Award Fee,GANSLER+,0,0,0,0,0.0000,NULL
2007,2015-03-19 16:42:44.597,Defense,Navy,Products,Fixed Price Redetermination,ALDRIDGE,0,0,0,0,0.0000,NULL
2007,2015-03-19 16:42:44.597,Defense,Navy,Products,Fixed Price Redetermination,YOUNG,0,0,0,0,476755.0000,1
2007,2015-03-19 16:42:44.597,Defense,Navy,Products,Time and Materials,YOUNG,0,0,0,0,7358368.4800,49
2007,2015-03-19 16:42:44.597,Defense,Navy,R&D,Cost No Fee,ALDRIDGE,0,0,0,0,6455757.0000,19
2007,2015-03-19 16:42:44.597,Defense,Navy,R&D,Cost Plus Award Fee,ALDRIDGE,0,0,0,0,4421153411.8900,101
2007,2015-03-19 16:42:44.597,Defense,Navy,R&D,Cost Plus Award Fee,KRIEG,0,0,0,0,526724334.2700,628
2007,2015-03-19 16:42:44.597,Defense,Navy,R&D,Cost Plus Award Fee,YOUNG,0,0,0,0,34888942.9600,30
2007,2015-03-19 16:42:44.597,Defense,Navy,R&D,Cost Plus Fixed Fee,ALDRIDGE,0,0,0,0,581436545.8200,687
2007,2015-03-19 16:42:44.597,Defense,Navy,R&D,Cost Plus Incentive,YOUNG,0,0,0,0,12833825.0000,2
2007,2015-03-19 16:42:44.597,Defense,Navy,R&D,Labor Hours,ALDRIDGE,0,0,0,0,0.0000,NULL
2007,2015-03-19 16:42:44.597,Defense,Navy,R&D,Labor Hours,KRIEG,0,0,0,0,746459.2700,20
2007,2015-03-19 16:42:44.597,Defense,Navy,R&D,Not Reported,GANSLER+,0,0,0,0,66013.0000,2
2007,2015-03-19 16:42:44.597,Defense,Navy,R&D,Order Dependent (IDV only),ALDRIDGE,0,0,0,0,0.0000,NULL
2007,2015-03-19 16:42:44.597,Defense,Navy,R&D,Order Dependent (IDV only),WYNNE,0,0,0,0,0.0000,NULL
2007,2015-03-19 16:42:44.597,Defense,Other DoD,ERS,Firm Fixed Price,WYNNE,0,0,0,0,1628282.0000,53
2007,2015-03-19 16:42:44.597,Defense,Other DoD,ERS,Firm Fixed Price,YOUNG,0,0,0,0,16883177.1600,169
2007,2015-03-19 16:42:44.597,Defense,Other DoD,ERS,Time and Materials,KRIEG,0,0,0,0,2473150.3000,21
2007,2015-03-19 16:42:44.597,Defense,Other DoD,FRS&C,Fixed Price Incentive,KRIEG,0,0,0,0,5973937.0000,1
2007,2015-03-19 16:42:44.597,Defense,Other DoD,FRS&C,Fixed Price Redetermination,KRIEG,0,0,0,0,7191925.0000,3
2007,2015-03-19 16:42:44.597,Defense,Other DoD,FRS&C,Not Reported,KRIEG,0,0,0,0,0.0000,NULL
2007,2015-03-19 16:42:44.597,Defense,Other DoD,ICT,Combination (two or more),ALDRIDGE,0,0,0,0,73854386.3600,74
2007,2015-03-19 16:42:44.597,Defense,Other DoD,ICT,Combination (two or more),WYNNE,0,0,0,0,45351226.6200,263
2007,2015-03-19 16:42:44.597,Defense,Other DoD,ICT,Combination (two or more),YOUNG,0,0,0,0,150671124.3700,114
2007,2015-03-19 16:42:44.597,Defense,Other DoD,ICT,Cost No Fee,KRIEG,0,0,0,0,58531905.5000,57
2007,2015-03-19 16:42:44.597,Defense,Other DoD,ICT,Cost Plus Fixed Fee,KRIEG,0,0,0,0,48310477.9700,157
2007,2015-03-19 16:42:44.597,Defense,Other DoD,ICT,Firm Fixed Price,GANSLER+,0,0,0,0,33144101.6000,46
2007,2015-03-19 16:42:44.597,Defense,Other DoD,ICT,Fixed Price Level of Effort,YOUNG,0,0,0,0,0.0000,2
2007,2015-03-19 16:42:44.597,Defense,Other DoD,ICT,Not Reported,WYNNE,0,0,0,0,-707926.0800,21
2007,2015-03-19 16:42:44.597,Defense,Other DoD,ICT,Order Dependent (IDV only),YOUNG,0,0,0,0,0.0000,NULL
2007,2015-03-19 16:42:44.597,Defense,Other DoD,ICT,Time and Materials,ALDRIDGE,0,0,0,0,384637458.0400,262
2007,2015-03-19 16:42:44.597,Defense,Other DoD,ICT,Time and Materials,WYNNE,0,0,0,0,126283974.4600,551
2007,2015-03-19 16:42:44.597,Defense,Other DoD,MED,Cost No Fee,KRIEG,0,0,0,0,34125.0000,1
2007,2015-03-19 16:42:44.597,Defense,Other DoD,PAMS,Cost No Fee,WYNNE,0,0,0,0,1790417.0000,10
2007,2015-03-19 16:42:44.597,Defense,Other DoD,PAMS,Cost Plus Award Fee,YOUNG,0,0,0,0,30348788.0000,2
2007,2015-03-19 16:42:44.597,Defense,Other DoD,PAMS,Fixed Price Award Fee,KRIEG,0,0,0,0,12693808.0000,3
2007,2015-03-19 16:42:44.597,Defense,Other DoD,PAMS,Labor Hours,ALDRIDGE,0,0,0,0,-168520.0000,4
2005,2015-03-19 16:42:44.597,Defense,Other DoD,ERS,Labor Hours,WYNNE,0,0,0,0,67000.0000,1
2005,2015-03-19 16:42:44.597,Defense,Other DoD,ERS,Not Reported,KRIEG,0,0,0,0,566402.0000,38
2005,2015-03-19 16:42:44.597,Defense,Other DoD,FRS&C,Cost Plus Fixed Fee,WYNNE,0,0,0,0,8054502.0000,10
2005,2015-03-19 16:42:44.597,Defense,Other DoD,FRS&C,Firm Fixed Price,ALDRIDGE,0,0,0,0,23821517.0000,53
2005,2015-03-19 16:42:44.597,Defense,Other DoD,FRS&C,Firm Fixed Price,KRIEG,0,0,0,0,59285148.8500,318
2005,2015-03-19 16:42:44.597,Defense,Other DoD,FRS&C,Time and Materials,WYNNE,0,0,0,0,166482.0000,2
2005,2015-03-19 16:42:44.597,Defense,Other DoD,ICT,Fixed Price with Economic Price Adjustment,KRIEG,0,0,0,0,467358307.0000,717
2005,2015-03-19 16:42:44.597,Defense,Other DoD,PAMS,Cost Plus Award Fee,WYNNE,0,0,0,0,197545897.0000,59
2005,2015-03-19 16:42:44.597,Defense,Other DoD,PAMS,Cost Plus Fixed Fee,WYNNE,0,0,0,0,143322451.0000,147
